0,0,0,4,0,load
0,1,1,1,0,load
0,2,2,3,0,load
0,3,3,1,0,load
0,4,4,4,0,load
0,5,5,3,0,load
0,6,6,0,0,load
0,7,7,2,0,load
0,8,8,1,0,load
0,9,9,4,0,load
0,10,10,1,0,load
0,11,11,3,0,load
0,12,12,2,0,load
0,13,13,4,0,load
0,14,14,4,0,load
0,15,15,0,0,load
0,16,16,2,0,load
0,17,17,4,0,load
0,18,18,0,0,load
0,19,19,2,0,load
0,0,0,4,0,blocked
0,1,1,1,0,blocked
0,2,2,3,0,blocked
0,3,3,1,0,blocked
0,4,4,4,0,blocked
0,5,5,3,0,blocked
0,6,6,0,0,blocked
0,7,7,2,0,blocked
0,8,8,1,0,blocked
0,9,9,4,0,blocked
0,10,10,1,0,blocked
0,11,11,3,0,blocked
0,12,12,2,0,blocked
0,13,13,4,0,blocked
0,14,14,4,0,blocked
0,15,15,0,0,blocked
0,16,16,2,0,blocked
0,17,17,4,0,blocked
0,18,18,0,0,blocked
0,19,19,2,0,blocked
101,0,0,4,0,unblocked
101,1,1,1,0,unblocked
101,2,2,3,0,unblocked
101,2,2,3,0,branch_from
101,2,2,3,0,branch_to
101,3,3,1,0,unblocked
101,4,4,4,0,unblocked
101,5,5,3,0,unblocked
101,5,5,3,0,branch_from
101,5,5,3,0,branch_to
101,6,6,0,0,unblocked
101,7,7,2,0,unblocked
101,8,8,1,0,unblocked
101,9,9,4,0,unblocked
101,10,10,1,0,unblocked
101,11,11,3,0,unblocked
101,11,11,3,0,branch_from
101,11,11,3,0,branch_to
101,12,12,2,0,unblocked
101,13,13,4,0,unblocked
101,14,14,4,0,unblocked
101,15,15,0,0,unblocked
101,16,16,2,0,unblocked
101,17,17,4,0,unblocked
101,18,18,0,0,unblocked
101,19,19,2,0,unblocked
601,9,9,4,500,branch_from
601,9,9,4,503,branch_to
601,13,13,4,500,branch_from
601,13,13,4,503,branch_to
601,14,14,4,500,branch_from
601,14,14,4,503,branch_to
601,17,17,4,500,branch_from
601,17,17,4,503,branch_to
601,18,18,0,500,branch_from
601,18,18,0,1402,branch_to
602,0,0,4,501,branch_from
602,0,0,4,0,branch_to
602,4,4,4,501,branch_from
602,4,4,4,0,branch_to
